year,countryCount,std,p1,p10,p25,mean,p75,p90,p99,AFG,Africa,ALB,DZA,ASM,Americas,AND,AGO,AIA,ATG,ARG,ARM,ABW,Asia,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BES,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,OWID_CIS,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CUW,CYP,CZE,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,Europe,FRO,FLK,FJI,FIN,FRA,GUF,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GUM,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,IMN,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,Latin America and the Caribbean,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MYT,MEX,FSM,MDA,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,NCL,NZL,NIC,NER,NGA,NIU,PRK,Northern America,MNP,NOR,Oceania,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,REU,ROU,RUS,RWA,Saint Barthlemy,SHN,KNA,LCA,MAF,SPM,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SXM,SVK,SVN,SLB,SOM,ZAF,KOR,SSD,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,USA,VIR,URY,UZB,VUT,VAT,VEN,VNM,WLF,ESH,OWID_WRL,YEM,ZMB,ZWE
2000,243,9.83951500860325,45.29022256328102,55.56267623226281,61.545101357493586,68.17693447329218,74.80876758909076,80.79119271432154,91.06364638330334,55.841,52.705,73.955,70.64,71.184,73.57207701,78.857,46.522,77.72,73.94,73.576,71.409,73.787,67.432,79.592,78.239,66.763,71.914,74.44,65.447,77.162,67.364,77.867,68.847,55.391,78.416,60.884,62.452,74.419,74.403,50.629,70.116,76.852,72.809,71.501,50.489,49.091,58.432,50.993,79.118,68.583,78.949,44.19,47.713,79.037,76.366,71.397,72.945,59.46,52.123,71.596,77.452,49.635,74.794,76.699,74.702,78.009,74.899,50.041,76.712,57.022,74.425,69.429,72.761,68.602,68.875,53.279,55.273,70.409,51.941,73.372,78.628,77.861,65.687,77.779,79.008,75.248,72.303,58.264,55.956,69.902,77.982,57.002,75.281,78.587,66.065,72.648,77.077,75.011,67.849,51.203,50.368,65.242,57.131,70.689,80.76,71.721,79.882,62.505,65.772,70.176,69.082,76.852,77.757,78.916,79.554,74.142,81.171,71.73,63.467,50.921,63.144,73.142,66.338,58.803,71.5,69.726,74.507,47.691,51.734,70.852,78.582,70.967,77.652,80.407,73.267,58.485,45.09,72.594,70.173,48.069,79.05,68.423,78.197,60.706,71.2,75.686,74.34,64.55,67.006,80.929,62.869,73.228,72.658,68.684,48.946,60.063,52.192,58.954,62.288,78.187,73.52,78.324,69.527,49.928,46.267,70.593,65.268,77.033,73.718,78.793,74.247,72.126,62.82,68.335,71.022,75.06,59.265,70.546,71.111,68.793,73.7,76.749,75.828,77.467,76.077,70.47,65.082,48.649,77.112,78.234,70.832,73.319,76.951,78.854,70.809,68.748,81.599,61.365,72.561,57.787,72.037,71.105,39.441,77.969,75.786,73.288,75.924,67.442,50.869,56.048,76.047,49.166,79.329,71.333,58.472,67.822,47.49,79.725,79.858,73.11,76.041,61.974,50.801,70.623,59.002,53.491,77.803,69.667,69.413,73.172,70.005,63.613,76.914,61.701,46.229,67.258,74.327,77.761,76.812,76.623,74.731,67.156,67.363,70.234,72.112,73.025,76.653,62.615,66.276,60.683,44.0,44.649
2001,243,9.840444368885606,45.555599694967945,55.82902361608452,61.81201379236697,68.44447329699587,75.07693280162476,81.0599229779072,91.33334689902378,56.308,52.995,74.288,71.116,71.222,73.81901117,79.18,47.059,78.14,74.171,73.755,71.8,73.853,67.786,79.886,78.518,67.054,71.954,74.635,65.956,77.362,67.458,78.071,69.04,55.668,78.705,61.808,63.054,74.548,74.637,50.281,70.462,77.016,73.076,71.744,50.893,49.93,59.335,51.222,79.341,69.099,79.335,44.061,47.789,79.3,76.634,71.732,73.241,59.529,52.517,71.878,77.601,49.495,74.881,76.905,74.797,78.139,75.167,50.667,76.953,57.1,74.547,69.69,73.078,68.796,69.162,53.581,55.864,70.845,52.595,73.527,78.866,78.116,65.863,78.028,79.246,75.658,72.658,57.968,56.359,70.065,78.245,57.158,75.605,78.789,66.515,72.805,77.395,75.373,68.304,51.255,50.744,65.532,57.382,70.976,81.038,72.044,80.183,62.907,66.037,70.553,68.983,77.227,77.991,79.173,79.852,74.139,81.422,71.907,63.79,51.101,63.446,73.21,66.503,59.372,71.808,70.106,74.999,46.197,52.236,71.038,79.001,71.205,77.91,80.645,73.47,59.129,45.204,72.782,70.964,48.758,79.217,68.763,78.502,60.788,71.51,76.004,74.658,64.71,67.185,81.676,63.319,73.233,72.505,69.193,49.295,60.377,51.399,59.039,62.945,78.373,73.762,78.62,69.934,50.584,46.51,70.794,66.087,77.191,73.864,79.01,74.507,72.58,63.066,68.635,71.239,75.233,59.487,70.786,71.505,68.835,74.052,77.075,76.199,77.612,76.382,70.824,64.995,49.936,77.425,78.445,71.375,73.486,77.273,78.919,70.882,69.103,81.827,62.017,72.759,58.177,72.131,71.274,40.369,78.413,75.935,73.497,76.219,67.816,51.213,55.089,76.499,49.592,79.56,72.233,58.859,67.913,45.799,79.893,80.118,73.371,76.38,62.807,51.444,70.832,59.945,53.554,77.98,69.725,69.65,73.415,70.56,63.842,77.05,61.793,47.22,67.267,74.544,78.011,76.962,76.808,74.939,67.374,67.583,70.549,72.294,73.228,76.342,63.136,66.57,61.216,44.615,44.01
2002,243,9.815754666565734,45.89585259684382,56.143500468738445,62.11147930601041,68.72729795127572,75.34311659654102,81.311095433813,91.55874330570762,56.784,53.368,74.579,71.605,71.305,74.06140216,79.468,47.702,78.578,74.395,73.932,72.112,73.937,68.139,80.174,78.791,67.391,71.977,74.822,66.43,77.534,67.612,78.285,69.272,56.025,78.988,62.728,63.64,74.72,74.803,50.232,70.813,77.144,73.332,71.994,51.384,50.81,60.283,51.536,79.567,69.557,79.739,44.063,47.9,79.548,76.894,72.061,73.517,59.617,53.091,72.161,77.74,49.475,74.972,77.105,74.92,78.264,75.434,51.385,77.195,57.235,74.655,69.957,73.371,68.961,69.432,53.84,56.5,71.285,53.349,73.709,79.043,78.377,66.022,78.272,79.496,76.069,73.017,57.791,56.761,70.22,78.502,57.425,76.006,78.992,67.0,72.929,77.713,75.726,68.717,51.484,51.123,65.828,57.655,71.249,81.291,72.347,80.466,63.304,66.321,70.921,68.827,77.627,78.239,79.44,80.145,74.14,81.661,72.083,64.157,51.606,63.731,73.28,66.657,59.937,72.103,70.429,75.488,44.898,52.826,71.244,79.43,71.392,78.161,80.87,73.642,59.717,45.517,72.976,71.708,49.54,79.38,69.075,78.792,60.892,71.806,76.318,74.922,64.888,67.362,82.337,63.777,73.285,72.391,69.769,49.61,60.685,50.862,59.043,63.57,78.59,73.995,78.914,70.308,51.256,46.835,70.995,66.925,77.359,73.937,79.237,74.776,73.022,63.3,68.951,71.447,75.401,59.722,71.023,71.882,68.88,74.367,77.413,76.549,77.762,76.68,71.194,65.005,50.987,77.736,78.627,71.899,73.648,77.589,78.974,70.977,69.451,82.024,62.687,72.92,58.675,72.256,71.466,41.376,78.891,76.104,73.695,76.532,68.175,51.492,54.31,76.96,50.05,79.797,73.085,59.258,68.064,44.41,80.061,80.378,73.663,76.717,63.653,52.142,71.089,60.901,53.71,78.144,69.771,69.903,73.638,71.078,64.101,77.167,61.939,48.299,67.288,74.758,78.268,77.124,76.974,75.152,67.613,67.793,70.853,72.466,73.438,76.091,63.646,66.885,61.781,45.4,43.523
2003,243,9.761131617581539,46.31955852446008,56.5101799332152,62.44494795670477,69.02395066695473,75.60295337720468,81.53772140069427,91.72834280944939,57.271,53.827,74.828,72.101,71.439,74.29901207,79.713,48.44,79.008,74.613,74.107,72.348,74.038,68.489,80.451,79.059,67.791,71.986,74.999,66.886,77.682,67.809,78.509,69.511,56.436,79.273,63.624,64.21,74.926,74.941,50.518,71.17,77.241,73.575,72.237,51.956,51.69,61.241,51.908,79.793,69.932,80.158,44.182,48.057,79.795,77.146,72.381,73.777,59.738,53.817,72.443,77.871,49.572,75.091,77.303,75.071,78.385,75.707,52.144,77.439,57.427,74.749,70.227,73.641,69.116,69.68,54.064,57.191,71.728,54.211,73.924,79.159,78.637,66.152,78.51,79.755,76.471,73.382,57.759,57.159,70.349,78.752,57.785,76.461,79.189,67.493,73.023,78.031,76.065,69.092,51.901,51.501,66.122,57.959,71.511,81.526,72.63,80.716,63.699,66.631,71.265,68.636,78.035,78.497,79.714,80.428,74.142,81.883,72.256,64.525,52.41,63.995,73.355,66.792,60.502,72.383,70.698,75.969,43.845,53.554,71.466,79.853,71.527,78.406,81.089,73.781,60.256,46.052,73.17,72.399,50.373,79.539,69.374,79.065,61.018,72.062,76.626,75.118,65.08,67.521,82.867,64.23,73.37,72.316,70.399,49.889,60.989,50.589,58.962,64.165,78.837,74.221,79.2,70.64,51.95,47.242,71.195,67.615,77.539,73.965,79.474,75.048,73.447,63.522,69.271,71.648,75.565,59.974,71.249,72.24,68.937,74.644,77.759,76.871,77.919,76.97,71.561,65.131,52.178,78.043,78.782,72.366,73.808,77.9,79.044,71.087,69.781,82.189,63.359,73.051,59.259,72.409,71.673,42.419,79.372,76.288,73.886,76.866,68.518,51.762,53.749,77.426,50.55,80.041,73.799,59.67,68.28,43.372,80.234,80.641,73.967,77.039,64.496,52.866,71.389,61.888,53.938,78.304,69.803,70.164,73.842,71.559,64.386,77.33,62.138,49.421,67.317,74.968,78.529,77.299,77.124,75.373,67.868,67.99,71.148,72.618,73.654,75.963,64.143,67.22,62.358,46.322,43.195
2004,243,9.674346086037557,46.830709042888984,56.93072635671219,62.812728777023025,69.33323803901234,75.85374730100166,81.73574972131249,91.8357670351357,57.772,54.367,75.039,72.594,71.624,74.53184348,79.919,49.263,79.414,74.821,74.28,72.513,74.156,68.835,80.711,79.318,68.249,71.988,75.167,67.331,77.808,68.044,78.74,69.749,56.887,79.56,64.483,64.766,75.158,75.068,51.15,71.531,77.312,73.801,72.463,52.602,52.547,62.186,52.321,80.015,70.219,80.587,44.413,48.27,80.045,77.391,72.689,74.026,59.904,54.667,72.722,77.996,49.788,75.247,77.499,75.25,78.506,75.987,52.917,77.684,57.682,74.82,70.499,73.887,69.271,69.908,54.263,57.932,72.169,55.174,74.173,79.221,78.891,66.247,78.745,80.021,76.858,73.751,57.885,57.553,70.451,78.993,58.225,76.949,79.378,67.978,73.088,78.345,76.387,69.437,52.499,51.883,66.412,58.292,71.77,81.746,72.896,80.927,64.095,66.969,71.592,68.437,78.439,78.759,79.992,80.698,74.146,82.087,72.427,64.876,53.475,64.242,73.439,66.912,61.065,72.648,70.917,76.432,43.083,54.422,71.693,80.256,71.619,78.645,81.304,73.892,60.752,46.823,73.364,73.034,51.224,79.697,69.668,79.321,61.17,72.272,76.929,75.243,65.282,67.665,83.253,64.671,73.486,72.282,71.067,50.143,61.294,50.6,58.811,64.729,79.11,74.44,79.474,70.933,52.668,47.72,71.396,68.102,77.73,73.962,79.72,75.321,73.851,63.736,69.592,71.842,75.728,60.245,71.464,72.581,69.013,74.884,78.107,77.16,78.083,77.253,71.917,65.38,53.595,78.345,78.915,72.758,73.966,78.206,79.136,71.208,70.089,82.322,64.02,73.159,59.912,72.592,71.887,43.467,79.839,76.485,74.074,77.22,68.845,52.043,53.444,77.892,51.095,80.293,74.337,60.092,68.555,42.731,80.411,80.905,74.25,77.339,65.314,53.602,71.728,62.893,54.234,78.468,69.822,70.428,74.034,72.004,64.693,77.556,62.391,50.554,67.361,75.174,78.79,77.486,77.267,75.599,68.135,68.176,71.437,72.746,73.875,75.986,64.625,67.572,62.931,47.354,43.065
2005,243,9.553892942385525,47.432594520332245,57.406858752182735,63.21562566115314,69.65494950432098,76.09427334748882,81.90304025645922,91.87730448830972,58.29,54.982,75.228,73.072,71.853,74.75972955,80.103,50.165,79.782,75.019,74.451,72.626,74.287,69.179,80.952,79.567,68.747,71.987,75.326,67.773,77.915,68.327,78.975,69.998,57.355,79.847,65.289,65.312,75.402,75.198,52.13,71.896,77.368,74.006,72.673,53.31,53.369,63.088,52.76,80.235,70.424,81.009,44.744,48.549,80.298,77.63,72.985,74.265,60.126,55.6,72.996,78.117,50.12,75.447,77.688,75.463,78.63,76.272,53.675,77.936,57.991,74.853,70.771,74.112,69.434,70.124,54.449,58.707,72.62,56.223,74.457,79.245,79.135,66.313,78.977,80.291,77.226,74.116,58.181,57.939,70.538,79.222,58.719,77.436,79.563,68.443,73.123,78.654,76.687,69.762,53.238,52.275,66.694,58.652,72.026,81.953,73.149,81.099,64.5,67.334,71.917,68.266,78.822,79.02,80.269,80.951,74.148,82.27,72.595,65.211,54.732,64.478,73.538,67.046,61.625,72.898,71.114,76.865,42.658,55.393,71.902,80.621,71.692,78.888,81.523,73.986,61.212,47.844,73.555,73.612,52.057,79.861,69.962,79.562,61.349,72.446,77.232,75.3,65.489,67.82,83.503,65.103,73.642,72.295,71.746,50.387,61.607,50.931,58.634,65.264,79.401,74.657,79.734,71.195,53.411,48.252,71.592,68.389,77.931,73.939,79.972,75.591,74.23,63.951,69.908,72.028,75.892,60.534,71.667,72.908,69.112,75.099,78.451,77.417,78.252,77.533,72.262,65.752,55.254,78.639,79.035,73.077,74.122,78.504,79.255,71.331,70.374,82.438,64.659,73.256,60.62,72.803,72.099,44.502,80.275,76.689,74.267,77.591,69.158,52.346,53.447,78.354,51.686,80.553,74.695,60.525,68.877,42.518,80.594,81.163,74.43,77.613,66.08,54.349,72.099,63.882,54.602,78.644,69.836,70.691,74.217,72.424,65.017,77.841,62.693,51.676,67.451,75.376,79.052,77.685,77.415,75.826,68.407,68.35,71.721,72.852,74.092,76.165,65.094,67.941,63.481,48.496,43.241
2006,243,9.400302253879522,48.12403094541861,57.93794649846883,63.65333026882758,69.98913398794238,76.32493770705717,82.04032147741593,91.85423703046615,58.826,55.661,75.423,73.521,72.116,74.98255907,80.292,51.143,80.099,75.204,74.62,72.716,74.429,69.525,81.174,79.806,69.259,71.988,75.478,68.213,78.009,68.678,79.211,70.286,57.817,80.128,66.031,65.853,75.638,75.342,53.435,72.26,77.416,74.189,72.874,54.063,54.163,63.927,53.215,80.454,70.565,81.407,45.158,48.907,80.553,77.865,73.271,74.5,60.407,56.573,73.264,78.239,50.561,75.688,77.864,75.713,78.764,76.557,54.401,78.204,58.34,74.83,71.041,74.319,69.608,70.333,54.638,59.487,73.094,57.334,74.778,79.251,79.364,66.362,79.208,80.558,77.574,74.466,58.641,58.313,70.635,79.435,59.234,77.884,79.746,68.886,73.125,78.951,76.966,70.082,54.052,52.691,66.972,59.028,72.285,82.15,73.397,81.244,64.918,67.717,72.257,68.157,79.168,79.27,80.538,81.185,74.143,82.431,72.763,65.543,56.093,64.712,73.66,67.236,62.182,73.134,71.331,77.26,42.595,56.4,72.063,80.938,71.784,79.145,81.748,74.08,61.65,49.118,73.744,74.138,52.839,80.036,70.256,79.791,61.552,72.606,77.541,75.296,65.697,68.022,83.649,65.538,73.85,72.356,72.403,50.641,61.938,51.609,58.488,65.773,79.702,74.874,79.981,71.436,54.18,48.812,71.782,68.54,78.14,73.904,80.225,75.854,74.577,64.176,70.218,72.203,76.06,60.836,71.862,73.222,69.233,75.306,78.786,77.653,78.425,77.815,72.605,66.238,57.083,78.919,79.156,73.338,74.276,78.788,79.396,71.449,70.642,82.553,65.27,73.355,61.365,73.04,72.299,45.517,80.667,76.895,74.473,77.973,69.462,52.669,53.795,78.806,52.315,80.821,74.904,60.969,69.227,42.733,80.782,81.413,74.412,77.863,66.771,55.119,72.499,64.803,55.052,78.839,69.852,70.952,74.391,72.83,65.354,78.16,63.036,52.784,67.625,75.573,79.316,77.892,77.587,76.046,68.676,68.515,72.004,72.938,74.295,76.48,65.557,68.327,63.997,49.757,43.853
2007,243,9.220797472138601,48.885733280093675,58.512245841006376,64.11849070406664,70.33330820028806,76.54812569650947,82.15437055956974,91.78088312048244,59.375,56.382,75.646,73.936,72.392,75.19889267,80.515,52.177,80.367,75.376,74.787,72.815,74.576,69.876,81.381,80.032,69.752,71.998,75.625,68.648,78.097,69.107,79.441,70.636,58.255,80.396,66.709,66.395,75.853,75.498,54.983,72.618,77.466,74.351,73.077,54.841,54.944,64.697,53.681,80.675,70.676,81.765,45.636,49.335,80.802,78.099,73.553,74.732,60.734,57.541,73.523,78.362,51.091,75.956,78.019,75.996,78.91,76.837,55.091,78.49,58.719,74.746,71.304,74.514,69.788,70.542,54.842,60.243,73.603,58.467,75.129,79.263,79.577,66.413,79.44,80.819,77.905,74.793,59.229,58.671,70.765,79.631,59.741,78.268,79.934,69.308,73.096,79.233,77.227,70.409,54.864,53.136,67.247,59.408,72.544,82.339,73.651,81.377,65.35,68.105,72.626,68.13,79.475,79.503,80.794,81.4,74.129,82.575,72.931,65.906,57.463,64.953,73.807,67.51,62.731,73.357,71.602,77.609,42.854,57.365,72.155,81.204,71.929,79.421,81.981,74.19,62.079,50.595,73.931,74.621,53.553,80.225,70.548,80.013,61.776,72.777,77.854,75.255,65.901,68.302,83.752,65.985,74.115,72.459,73.009,50.934,62.294,52.593,58.421,66.26,80.001,75.093,80.216,71.673,54.968,49.373,71.962,68.675,78.352,73.865,80.475,76.109,74.893,64.42,70.523,72.366,76.234,61.141,72.055,73.528,69.37,75.523,79.11,77.88,78.601,78.1,72.956,66.807,58.915,79.186,79.285,73.573,74.426,79.058,79.544,71.554,70.901,82.684,65.854,73.467,62.126,73.296,72.482,46.52,81.015,77.097,74.698,78.355,69.762,52.998,54.452,79.243,52.96,81.094,75.037,61.422,69.579,43.308,80.97,81.65,74.152,78.097,67.382,55.926,72.916,65.61,55.581,79.055,69.878,71.21,74.558,73.235,65.695,78.465,63.404,53.887,67.909,75.767,79.584,78.101,77.791,76.251,68.939,68.672,72.286,73.01,74.474,76.871,66.017,68.725,64.47,51.134,44.947
2008,243,9.02445162502218,49.692746580527626,59.11427407705078,64.60114066506426,70.68362106032922,76.76610145559417,82.25296804360765,91.6744955401308,59.93,57.121,75.912,74.311,72.661,75.40791766,80.785,53.243,80.589,75.535,74.952,72.946,74.725,70.231,81.577,80.246,70.201,72.022,75.77,69.072,78.184,69.616,79.662,71.059,58.654,80.645,67.325,66.937,76.037,75.665,56.679,72.966,77.526,74.494,73.287,55.618,55.721,65.394,54.153,80.897,70.786,82.075,46.161,49.82,81.041,78.33,73.835,74.962,61.094,58.466,73.775,78.491,51.682,76.236,78.15,76.307,79.071,77.107,55.743,78.793,59.124,74.612,71.559,74.705,69.971,70.756,55.07,60.952,74.148,59.581,75.501,79.299,79.775,66.477,79.672,81.067,78.219,75.092,59.904,59.012,70.946,79.81,60.216,78.573,80.13,69.71,73.038,79.5,77.474,70.75,55.614,53.612,67.521,59.782,72.803,82.525,73.916,81.512,65.794,68.485,73.027,68.19,79.743,79.717,81.035,81.598,74.103,82.709,73.099,66.325,58.76,65.208,73.976,67.879,63.271,73.572,71.949,77.911,43.384,58.229,72.174,81.421,72.15,79.718,82.22,74.324,62.509,52.206,74.118,75.073,54.193,80.428,70.836,80.23,62.015,72.977,78.169,75.194,66.099,68.671,83.865,66.447,74.43,72.597,73.546,51.292,62.678,53.817,58.463,66.727,80.287,75.316,80.441,71.915,55.764,49.913,72.13,68.884,78.557,73.836,80.717,76.355,75.179,64.685,70.822,72.517,76.414,61.442,72.251,73.826,69.515,75.765,79.421,78.108,78.775,78.386,73.322,67.426,60.612,79.438,79.427,73.808,74.571,79.313,79.688,71.643,71.158,82.845,66.412,73.598,62.88,73.562,72.644,47.508,81.325,77.291,74.945,78.729,70.063,53.326,55.36,79.66,53.6,81.367,75.157,61.879,69.91,44.17,81.157,81.872,73.647,78.322,67.911,56.777,73.341,66.276,56.178,79.291,69.921,71.464,74.72,73.649,66.031,78.724,63.784,54.984,68.306,75.957,79.85,78.303,78.031,76.437,69.193,68.824,72.566,73.071,74.625,77.283,66.475,69.13,64.892,52.606,46.504
2009,243,8.81925008891177,50.521907566853784,59.72920465967768,65.09130871373603,71.03548327366256,76.9796578335891,82.34176188764745,91.54905898047134,60.484,57.858,76.221,74.644,72.911,75.6064355,81.104,54.311,80.766,75.683,75.116,73.118,74.872,70.591,81.764,80.444,70.597,72.067,75.913,69.485,78.272,70.189,79.873,71.541,59.009,80.875,67.882,67.476,76.19,75.844,58.447,73.3,77.603,74.623,73.504,56.377,56.488,66.014,54.627,81.114,70.911,82.334,46.719,50.346,81.268,78.558,74.119,75.193,61.475,59.321,74.019,78.626,52.313,76.52,78.256,76.634,79.245,77.365,56.35,79.107,59.561,74.441,71.806,74.895,70.159,70.978,55.329,61.602,74.723,60.645,75.884,79.368,79.958,66.559,79.906,81.299,78.511,75.363,60.637,59.334,71.18,79.974,60.645,78.793,80.333,70.085,72.96,79.752,77.71,71.108,56.279,54.113,67.792,60.148,73.061,82.711,74.195,81.654,66.244,68.853,73.457,68.34,79.975,79.91,81.258,81.783,74.071,82.838,73.266,66.81,59.932,65.48,74.162,68.336,63.797,73.778,72.368,78.161,44.146,58.971,72.129,81.589,72.451,80.032,82.462,74.484,62.944,53.888,74.305,75.499,54.756,80.644,71.121,80.447,62.266,73.208,78.475,75.128,66.29,69.119,84.01,66.916,74.784,72.766,74.003,51.738,63.089,55.207,58.616,67.178,80.554,75.541,80.656,72.167,56.557,50.422,72.287,69.185,78.749,73.834,80.945,76.591,75.44,64.969,71.116,72.656,76.6,61.739,72.45,74.12,69.667,76.034,79.716,78.34,78.945,78.669,73.695,68.07,62.129,79.677,79.581,74.051,74.712,79.557,79.827,71.716,71.412,83.037,66.938,73.75,63.607,73.833,72.781,48.468,81.595,77.474,75.212,79.087,70.366,53.654,56.46,80.056,54.219,81.638,75.286,62.33,70.209,45.275,81.339,82.077,72.938,78.54,68.36,57.666,73.766,66.796,56.818,79.543,69.982,71.71,74.88,74.074,66.355,78.929,64.167,56.06,68.802,76.145,80.11,78.49,78.305,76.603,69.435,68.974,72.845,73.116,74.745,77.69,66.929,69.535,65.255,54.13,48.449
2010,243,8.613119679590545,51.349505288811486,60.341602234304005,65.57837899949506,71.38362166353909,77.18886432758312,82.42564109277417,91.41773803826669,61.028,58.576,76.562,74.938,73.126,75.79106424,81.461,55.35,80.903,75.823,75.278,73.331,75.017,70.951,81.944,80.622,70.938,72.144,76.057,69.881,78.364,70.806,80.072,72.057,59.318,81.087,68.384,68.007,76.319,76.031,60.211,73.619,77.699,74.74,73.722,57.096,57.228,66.56,55.101,81.322,71.062,82.546,47.312,50.89,81.483,78.779,74.409,75.424,61.862,60.093,74.256,78.769,52.964,76.797,78.338,76.964,79.43,77.61,56.909,79.416,60.062,74.262,72.046,75.089,70.349,71.21,55.622,62.193,75.311,61.627,76.265,79.47,80.128,66.655,80.137,81.508,78.775,75.611,61.4,59.637,71.46,80.124,61.03,78.935,80.542,70.422,72.867,79.994,77.941,71.481,56.861,54.628,68.059,60.511,73.317,82.903,74.488,81.801,66.693,69.205,73.905,68.567,80.182,80.082,81.463,81.958,74.038,82.971,73.428,67.378,60.959,65.769,74.358,68.849,64.306,73.977,72.838,78.36,45.1,59.6,72.044,81.714,72.826,80.352,82.704,74.662,63.388,55.564,74.493,75.905,55.251,80.868,71.403,80.664,62.527,73.46,78.758,75.065,66.471,69.616,84.207,67.38,75.151,72.969,74.382,52.31,63.525,56.665,58.852,67.611,80.797,75.769,80.86,72.428,57.333,50.896,72.434,69.571,78.916,73.885,81.156,76.82,75.682,65.264,71.406,72.788,76.792,62.029,72.653,74.41,69.823,76.33,79.995,78.572,79.108,78.936,74.066,68.715,63.433,79.908,79.738,74.305,74.852,79.794,79.957,71.776,71.663,83.257,67.43,73.917,64.284,74.101,72.892,49.382,81.833,77.643,75.493,79.421,70.674,53.99,57.669,80.432,54.8,81.9,75.439,62.764,70.465,46.601,81.514,82.269,72.108,78.753,68.736,58.584,74.184,67.186,57.468,79.808,70.059,71.946,75.041,74.507,66.657,79.081,64.551,57.099,69.361,76.332,80.352,78.652,78.602,76.75,69.672,69.123,73.12,73.134,74.837,78.066,67.372,69.934,65.549,55.655,50.64
2011,243,8.412112933075777,52.156730707665744,60.93897660979686,66.05354127310693,71.72330539000001,77.39306950689308,82.50763417020315,91.28988007233427,61.553,59.263,76.914,75.199,73.295,75.95720977,81.837,56.33,81.007,75.956,75.439,73.572,75.158,71.309,82.119,80.776,71.234,72.263,76.2,70.256,78.456,71.443,80.261,72.57,59.59,81.284,68.84,68.521,76.435,76.219,61.91,73.921,77.817,74.852,73.932,57.761,57.925,67.043,55.581,81.51,71.243,82.72,47.95,51.424,81.688,78.986,74.708,75.655,62.24,60.785,74.489,78.919,53.62,77.059,78.4,77.283,79.621,77.843,57.427,79.704,60.667,74.111,72.284,75.289,70.543,71.449,55.945,62.732,75.893,62.505,76.634,79.598,80.286,66.759,80.365,81.692,79.001,75.844,62.168,59.917,71.773,80.261,61.381,79.022,80.754,70.711,72.768,80.232,78.173,71.861,57.387,55.144,68.321,60.879,73.569,83.109,74.795,81.951,67.13,69.542,74.352,68.848,80.382,80.239,81.653,82.128,74.012,83.118,73.581,68.047,61.851,66.072,74.55,69.376,64.797,74.167,73.323,78.507,46.207,60.146,71.956,81.801,73.256,80.664,82.938,74.846,63.836,57.161,74.683,76.293,55.701,81.094,71.686,80.883,62.799,73.718,78.997,75.011,66.646,70.119,84.462,67.818,75.505,73.214,74.696,53.043,63.983,58.085,59.126,68.028,81.015,75.994,81.052,72.692,58.081,51.346,72.575,70.012,79.049,74.014,81.345,77.043,75.916,65.562,71.695,72.915,76.989,62.316,72.86,74.697,69.984,76.647,80.26,78.797,79.26,79.173,74.42,69.343,64.523,80.139,79.882,74.568,74.993,80.035,80.077,71.827,71.906,83.495,67.885,74.089,64.898,74.364,72.976,50.234,82.048,77.799,75.782,79.725,70.985,54.342,58.895,80.79,55.325,82.149,75.614,63.171,70.676,48.141,81.679,82.45,71.27,78.961,69.055,59.525,74.593,67.477,58.092,80.078,70.148,72.17,75.206,74.944,66.928,79.191,64.935,58.087,69.932,76.521,80.564,78.777,78.907,76.882,69.91,69.272,73.388,73.11,74.904,78.394,67.797,70.32,65.768,57.126,52.896
